form	lemma	POS	morph
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
གང་ཞིག་	གང་ཞིག་	NO_POS
དྲན་པ་	དྲན་པ་	VERB
ས་	གིས་	PART
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
གདུང་	གདུང་	NOUN
སེལ་	སེལ་	VERB
ཞིང་	ཅིང་	PART
།།		PUNCT
བསམ་	བསམ་	NOUN
ཀུན་	ཀུན་	DET
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་	རྫོགས་	VERB
མཛད་	མཛད་	VERB
གྲག་	གྲག་	VERB
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
།།		PUNCT
འཁོར་ཡུག་	འཁོར་ཡུག་	OTHER
རྒྱ་	རྒྱ་	VERB
འགེངས་	འགེངས་	NO_POS
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐ་	ཐ་	VERB
།།		PUNCT
ཡིད་བཞིན་	ཡིད་བཞིན་	OTHER
ནོར་བུ་	ནོར་བུ་	NOUN
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ལ་	ལ་	PART
ཕྱག་	ཕྱག་	NOUN
བགྱི་	བགྱི་	VERB
འོ་	གོ་	PART
།།		PUNCT
ཚངས་	ཚངས་	VERB
སོགས་	སོགས་	DET
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
སྙེམས་	སྙེམས་	NO_POS
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
གཙུག་ཕུད་	གཙུག་ཕུད་	NOUN
ཀྱིས་	གིས་	PART
།།		PUNCT
ལན་	ལན་	NOUN
བརྒྱ་	བརྒྱ་	NUM
ར་	ལ་	PART
ཕྱིས་པ་	ཕྱིས་པ་	VERB
ཁྱོད་	ཁྱོད་	PRON
ཞབས་	ཞབས་	NOUN
མེ་ལོང་	མེ་ལོང་	NOUN
དུ་	ལ་	PART
།།		PUNCT
དགེ་མཚན་	དགེ་མཚན་	OTHER
མི་ཤ་	མི་ཤ་	NOUN
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
མི་	མི་	PART
སྲིད་པ་	སྲིད་པ་	VERB
ས་	གིས་	PART
།།		PUNCT
གཟུགས་མང་པོ་	གཟུགས་མང་པོ་	NO_POS
དེ་	དེ་	DET
ས་	གིས་	PART
དེང་	དེང་	ADV
འདི་	འདི་	DET
ར་	ལ་	PART
སྐྱོང་	སྐྱོང་	VERB
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
།		PUNCT
སྒྲུབ་པ་པོ་	སྒྲུབ་པ་པོ་	VERB
རྣམས་	རྣམས་	DET
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
སྙེག་	སྙེག་	NO_POS
།		PUNCT
མཁས་འདོད་	མཁས་འདོད་	NO_POS
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
མཁའ་	མཁའ་	VERB
ལ་	ལ་	PART
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
འདུན་	འདུན་	VERB
།།		PUNCT
བླུན་པོ་	བླུན་པོ་	ADJ
རྣམས་	རྣམས་	DET
ཀྱང་	ཀྱང་	PART
གྲགས་པ་	གྲགས་པ་	VERB
ལ་	ལ་	PART
འཆེལ་བ་	འཆེལ་བ་	NO_POS
ས་	གིས་	PART
།།		PUNCT
གཏམ་	གཏམ་	NOUN
གྱི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ས་	གིས་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
འདྲིད་	འདྲིད་	NO_POS
བྱེད་	བྱེད་	VERB
ཀྱང་	ཀྱང་	PART
།།		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
རིན་ཐང་	རིན་ཐང་	OTHER
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ཁ་བྱང་	ཁ་བྱང་	OTHER
བཞིན་	བཞིན་	NOUN
།།		PUNCT
བདེན་གཏམ་	བདེན་གཏམ་	OTHER
དག་	དག་	DET
ཀྱང་	ཀྱང་	PART
གློ་བ་	གློ་བ་	NOUN
ར་	ལ་	PART
ཆུད་	ཆུད་	VERB
དཀའ་བ་	དཀའ་བ་	VERB
ས་	གིས་	PART
།།		PUNCT
ཐོས་པ་	ཐོས་པ་	VERB
ས་	གིས་	PART
དོན་ལྡན་	དོན་ལྡན་	ADJ
ངེས་པ་		
མི་	མི་	PART
བསླུ་བ་	བསླུ་བ་	VERB
འི་	གི་	PART
།།		PUNCT
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
ཤ་	ཤ་	DET
ཙམ་	ཙམ་	DET
གླེང་བ་	གླེང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།།		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
ཡུལ་	ཡུལ་	NOUN
བསིལ་ལྡན་	བསིལ་ལྡན་	NO_POS
གྱི་	གི་	PART
ལྗོངས་	ལྗོངས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
རྨ་	རྨ་	NOUN
མེད་པ་	མེད་པ་	VERB
ཇི་སྙེད་	ཇི་སྙེད་	OTHER
ཅིག་	ཅིག་	PART
བཞུགས་པ་	བཞུགས་པ་	VERB
འི་	གི་	PART
དབུ་	དབུ་	NOUN
སུ་	ལ་	PART
ཉིན་	ཉིན་	NOUN
མོ་	མོ་	PRON
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ལྟ་	ལྟ་	OTHER
གསལ་	གསལ་	VERB
ཞིང་	ཅིང་	PART
རྨད་	རྨད་	VERB
དུ་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
ནི་	ནི་	NO_POS
མ་	མ་	NOUN
མི་	མི་	PART
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
སྤྱི་	སྤྱི་	DET
དང་	དང་	NO_POS
།		PUNCT
ཁྱད་པར་	ཁྱད་པར་	NOUN
ཀརྨ་	ཀརྨ་	NO_POS
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
འདི་	འདི་	DET
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཅིང་	PART
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
ལ་	ལ་	PART
ཆོས་འབྱུང་	ཆོས་འབྱུང་	NOUN
གི་	གི་	PART
ལོ་རྒྱུས་	ལོ་རྒྱུས་	NOUN
དང་	དང་	NO_POS
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
གྱི་	གི་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
སོགས་	སོགས་	DET
རྒྱ་	རྒྱ་	VERB
ཞིང་	ཅིང་	PART
གསལ་བ་	གསལ་བ་	VERB
དུ་མ་	དུ་མ་	ADJ
དག་	དག་	DET
མཆིས་	མཆིས་	VERB
མོད་	མོད་	VERB
ཀྱི་	གི་	PART
།		PUNCT
འདི་	འདི་	DET
ར་	ལ་	PART
དམིགས་པ་	དམིགས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
འི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
བླ་མ་	བླ་མ་	NOUN
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
བཀ་	བཀའ་	NOUN
ས་	གིས་	PART
བསྐུལ་བ་	བསྐུལ་བ་	VERB
ར་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
།		PUNCT
སྒྲུབ་བརྒྱུད་	སྒྲུབ་བརྒྱུད་	NOUN
ཀརྨ་	ཀརྨ་	NO_POS
ཀཾ་		NON_WORD
ཚང་	ཚང་	VERB
གི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
སྔ་	སྔ་	NOUN
བསྒྲིགས་པ་	བསྒྲིགས་པ་	VERB
རྣམས་	རྣམས་	DET
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
སྤེལ་	སྤེལ་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
ཕྱི་མ་	ཕྱི་མ་	ADJ
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
ས་	གིས་	PART
ཁ་	ཁ་	PRON
འགེངས་པ་	འགེངས་པ་	VERB
བཅའ་	བཅའ་	VERB
བགྱིད་པ་	བགྱིད་པ་	VERB
ར་	ལ་	PART
སྤྲོའོ་		NON_WORD
།།		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
དཔལ་	དཔལ་	OTHER
ཏཻ་		NON_WORD
ལོ་པ་	ལོ་པ་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
ས་	གིས་	PART
བཀའ་	བཀའ་	NOUN
བབ་	བབ་	VERB
བཞི་	བཞི་	NUM
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
སོགས་	སོགས་	DET
བསྟེན་པ་	བསྟེན་པ་	VERB
ར་	ལ་	PART
མཛད་	མཛད་	VERB
ཀྱང་	ཀྱང་	PART
ཉེ་	ཉེ་	VERB
བརྒྱུད་	བརྒྱུད་	NO_POS
ཀྱི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
དངོ་	དངོ་	NOUN
ཀྱིས་	གིས་	PART
དཔལ་	དཔལ་	OTHER
ཏིལླི་པ་	ཏིལླི་པ་	NON_WORD
རྗེས་སུ་	རྗེས་སུ་	OTHER
བཟུངས་		NON_WORD
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
གོ་འཕང་	གོ་འཕང་	NOUN
བརྙེས་	བརྙེས་	NO_POS
ན་	ནས་	PART
ནཱ་	ནཱ་	NO_POS
རོ་	རོ་	NOUN
ཛྙཱ་ན་	ཛྙཱ་ན་	PROPN
སིདྡྷི་		NON_WORD
རྗེས་སུ་	རྗེས་སུ་	OTHER
བཟུངས་		NON_WORD
།		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
བར་དོ་	བར་དོ་	NOUN
ར་	ལ་	PART
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
བརྙེས་པ་	བརྙེས་པ་	VERB
ར་	ལ་	PART
དམ་པ་	དམ་པ་	VERB
འགའ་ཞིག་	འགའ་ཞིག་	OTHER
བཞེད་	བཞེད་	VERB
ཅིང་	ཅིང་	PART
དོན་	དོན་	NOUN
དུའང་		NON_WORD
གནས་	གནས་	NOUN
ལ་	ལ་	PART
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
ལྷོ་བྲག་པ་	ལྷོ་བྲག་པ་	PROPN
ཆེན་པོ་	ཆེན་པོ་	ADJ
མར་པ་	མར་པ་	PROPN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
བློ་གྲོས་	བློ་གྲོས་	NOUN
རྗེས་སུ་	རྗེས་སུ་	OTHER
བཟུངས་		NON_WORD
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
མི་ལ་རས་པ་	མི་ལ་རས་པ་	PROPN
རྗེས་སུ་	རྗེས་སུ་	OTHER
བཟུངས་		NON_WORD
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
སྙི་བ་	སྙི་བ་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
འཛམ་གླིང་	འཛམ་གླིང་	NOUN
གྲགས་པ་	གྲགས་པ་	VERB
རྗེས་སུ་	རྗེས་སུ་	OTHER
བཟུངས་		NON_WORD
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	སྟེ་	PART
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
ནི་	ནི་	NO_POS
གཞན་	གཞན་	DET
དུ་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	PART
།		PUNCT
རྗེ་	རྗེ་	NO_POS
སྙི་བ་	སྙི་བ་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
སློབ་མ་	སློབ་མ་	NOUN
འི་	གི་	PART
མཆོག་	མཆོག་	ADJ
ཁམས་པ་	ཁམས་པ་	PROPN
མི་	མི་	PART
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཁམས་པ་	ཁམས་པ་	PROPN
དབུ་	དབུ་	NOUN
སེ་	སེ་	NO_POS
འམ་	གམ་	PART
།		PUNCT
མཚན་	མཚན་	NOUN
དངོ་	དངོ་	NOUN
དྷརྨ་		NON_WORD
ཀིརྟྟི་		NON_WORD
སྟེ་	སྟེ་	PART
།		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྗེ་	རྗེ་	NO_POS
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
དུས་གསུམ་	དུས་གསུམ་	OTHER
མཁྱེན་པ་	མཁྱེན་པ་	VERB
ཞེ་	ཅེས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
གྲཌ་པ་	གྲཌ་པ་	NON_WORD
བདག་ཅག་	བདག་ཅག་	PRON
ཀརྨ་	ཀརྨ་	NO_POS
ཀཾ་		NON_WORD
ཚང་	ཚང་	VERB
ཞེ་	ཅེས་	PART
གྲགས་པ་	གྲགས་པ་	VERB
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
གཙུག་	གཙུག་	NOUN
གི་	གི་	PART
ནོར་བུ་	ནོར་བུ་	NOUN
འོ་	གོ་	PART
།།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
བསྐལ་བཟང་	བསྐལ་བཟང་	NOUN
གི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
དྲུག་པ་	དྲུག་པ་	NUM
སེང་གེ་	སེང་གེ་	NOUN
སྒྲ་	སྒྲ་	NOUN
འི་	གི་	PART
རྣམ་འཕྲུལ་	རྣམ་འཕྲུལ་	NOUN
དུ་	ལ་	PART
པཎ་ཆེན་	པཎ་ཆེན་	NOUN
ཤཱཀྱ་	ཤཱཀྱ་	PROPN
ཤྲཱི་		NON_WORD
དང་	དང་	NO_POS
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
ཞང་	ཞང་	PROPN
གིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
ལུང་བསྟན་	ལུང་བསྟན་	NOUN
ཅིང་	ཅིང་	PART
།		PUNCT
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
སྲོང་	སྲོང་	NO_POS
བཙན་	བཙན་	VERB
སྒམ་པོ་	སྒམ་པོ་	PROPN
ས་	གིས་	PART
མ་འོངས་པ་	མ་འོངས་པ་	OTHER
ན་	ལ་	PART
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
ཐོད་རྒལ་བ་	ཐོད་རྒལ་བ་	OTHER
རེ་	རེ་	DET
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ས་	གིས་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
རླབས་པོ་ཆེ་	རླབས་པོ་ཆེ་	OTHER
བྱེད་	བྱེད་	VERB
ཅེས་	ཅེས་	PART
ལུང་བསྟན་པ་	ལུང་བསྟན་པ་	NOUN
བཞིན་	བཞིན་	NOUN
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱི་	གི་	PART
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
ར་	ལ་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
གྲགས་པ་	གྲགས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
བསྐལ་བཟང་	བསྐལ་བཟང་	NOUN
གི་	གི་	PART
བྱང་སེམས་	བྱང་སེམས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ནི་	ནི་	NO_POS
སྔོན་	སྔོན་	ADV
བསྐལ་པ་	བསྐལ་པ་	NOUN
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
ན་	ནས་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
བརྙེས་	བརྙེས་	NO_POS
ཤིང་	ཅིང་	PART
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
དང་	དང་	NO_POS
རང་བཞིན་	རང་བཞིན་	NOUN
དབྱེ་	དབྱེ་	VERB
ར་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
ཟབ་	ཟབ་	VERB
ཅིང་	ཅིང་	PART
རྒྱ་ཆེ་བ་	རྒྱ་ཆེ་བ་	NO_POS
དག་	དག་	DET
གི་	གི་	PART
ཆ་ཤས་	ཆ་ཤས་	NOUN
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
སུ་ཞིག་	སུ་ཞིག་	NO_POS
གིས་	གིས་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ར་	ལ་	PART
ག་ལ་	ག་ལ་	NO_POS
ནུས་	ནུས་	VERB
།		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
ཚུ་		
མཐོང་	མཐོང་	VERB
གི་	གི་	PART
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ངོ་	ངོ་	PART
ར་	ལ་	PART
ཇི་ཙམ་	ཇི་ཙམ་	PRON
ཞིག་	ཅིག་	PART
སྣང་བ་	སྣང་བ་	VERB
འི་	གི་	PART
ཆ་ཤས་	ཆ་ཤས་	NOUN
ཙམ་	ཙམ་	DET
ཞིག་	ཅིག་	PART
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
གྱི་	གི་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
ཚོ་	ཚོ་	VERB
འབྱུང་བ་	འབྱུང་བ་	VERB
བཞིན་	བཞིན་	NOUN
བརྗོད་	བརྗོད་	VERB
ན་	ལ་	PART
སྐུ་	སྐུ་	NOUN
འཁྲུངས་པ་	འཁྲུངས་པ་	VERB
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
མདོ་སྨད་	མདོ་སྨད་	OTHER
ཤར་ཕྱོགས་	ཤར་ཕྱོགས་	NOUN
ཀྱི་	གི་	PART
ས་	ས་	ADP
འི་	གི་	PART
ཆ་	ཆ་	NOUN
ཏྲེ་	ཏྲེ་	NO_POS
ཤོད་	ཤོད་	VERB
གངས་	གངས་	NOUN
ཀྱི་	གི་	PART
ར་བ་	ར་བ་	NOUN
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
གྱི་	གི་	PART
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
ར་	ར་	ADP
སྟག་	སྟག་	NOUN
ཅེས་	ཅེས་	PART
སམ་	གམ་	PART
།		PUNCT
སྦོ་	སྦོ་	NO_POS
ཆུ་ལྷ་	ཆུ་ལྷ་	NO_POS
སྡོང་	སྡོང་	NO_POS
དཀར་པོ་	དཀར་པོ་	ADJ
ཞེས་་	ཞེས་པ་	PART
ར་	ལ་	PART
ཡབ་	ཡབ་	NOUN
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
གཤེད་	གཤེད་	NOUN
ཀྱི་	གི་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
སྒོམ་པ་	སྒོམ་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྔགས་འཆང་	སྔགས་འཆང་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
མགོན་	མགོན་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
རང་བཞིན་	རང་བཞིན་	NOUN
གྱི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
ལྷ་	ལྷ་	NOUN
ཐོག་	ཐོག་	NOUN
བཟའ་	བཟའ་	NOUN
སྒང་	སྒང་	NOUN
ལྕམ་	ལྕམ་	NOUN
མིང་	མིང་	NOUN
འདྲེན་	འདྲེན་	NO_POS
གྱི་	གི་	PART
སྲ་	སྲ་	NOUN
སུ་	ལ་	PART
།		PUNCT
རྔོག་	རྔོག་	PROPN
ལོ་ཙཱ་བ་	ལོ་ཙཱ་བ་	NOUN
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
ཕྱི་ལོ་	ཕྱི་ལོ་	OTHER
ལྕགས་ཕོ་	ལྕགས་ཕོ་	NO_POS
སྟག་	སྟག་	NOUN
ལ་	ལ་	PART
སྐུ་བལྟམས་	སྐུ་བལྟམས་	NO_POS
།		PUNCT
མཚན་	མཚན་	NOUN
དགེ་	དགེ་	NOUN
འཕེལ་	འཕེལ་	VERB
དུ་	ལ་	PART
བཏགས་	བཏགས་	VERB
།		PUNCT
མེས་པོ་	མེས་པོ་	NOUN
སྒོམ་པ་	སྒོམ་པ་	VERB
བགྲེས་པོ་	བགྲེས་པོ་	OTHER
སྟོང་དཔོན་	སྟོང་དཔོན་	OTHER
ཤེས་རབ་	ཤེས་རབ་	NOUN
མགོན་པོ་	མགོན་པོ་	NOUN
དང་	དང་	NO_POS
ཡབ་	ཡབ་	NOUN
ལ་	ལ་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
ཞུ་	ཞུ་	VERB
ན་	ནས་	PART
།		PUNCT
དགུང་ལོ་	དགུང་ལོ་	NOUN
བཅུ་གཅིག་པ་	བཅུ་གཅིག་པ་	NO_POS
ལ་	ལ་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ས་	གིས་	PART
ཞལ་གཟིགས་	ཞལ་གཟིགས་	NO_POS
བྲག་ལ་	བྲག་ལ་	NO_POS
ཞབས་རྗེས་	ཞབས་རྗེས་	NOUN
ཀྱང་	ཀྱང་	PART
བྱུང་	བྱུང་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
འདུ་	འདུ་	VERB
རུའི་		NON_WORD
གྲོང་	གྲོང་	NOUN
ན་	ལ་	PART
དགྲ་	དགྲ་	NOUN
ཞིག་	ཅིག་	PART
ཡོད་པ་	ཡོད་པ་	VERB
དོན་གཉེར་	དོན་གཉེར་	NOUN
ལ་	ལ་	PART
